priceGridFbaFeeId,countryCode,fbaPackageCategoryName,categoryMaxWeight,categoryMaxLength,categoryMaxWidth,categoryMaxHeight,fbaFeeLocalAndPanEu,fbaFeeEfn,fbaFeeLowPriceLocalAndPanEu,fbaFeeLowPriceEfn,lowPriceSellingPriceThresholdInc,currencyCode
,UK,standard parcel,150,45,34,26,3.00,4.24,,,,GBP
,UK,standard parcel,400,45,34,26,3.16,4.45,,,,GBP
,UK,standard parcel,900,45,34,26,3.37,4.64,,,,GBP
,UK,standard parcel,1400,45,34,26,3.60,4.71,,,,GBP
,UK,standard parcel,1900,45,34,26,3.90,5.13,,,,GBP
,UK,standard parcel,2900,45,34,26,5.65,6.20,,,,GBP
,UK,standard parcel,3900,45,34,26,5.96,7.82,,,,GBP
,UK,standard parcel,5900,45,34,26,6.13,8.62,,,,GBP
,UK,standard parcel,8900,45,34,26,6.99,8.78,,,,GBP
,UK,standard parcel,11900,45,34,26,7.39,9.24,,,,GBP
,UK,small oversize,760,61,46,46,5.32,10.86,,,,GBP
,UK,small oversize,1260,61,46,46,6.17,11.23,,,,GBP
,UK,small oversize,1760,61,46,46,6.36,11.32,,,,GBP
,UK,small oversize,1760,61,46,46,,,,,,GBP
,UK,standard oversize,760,120,60,60,6.32,10.04,,,,GBP
,UK,standard oversize,1760,120,60,60,6.67,10.46,,,,GBP
,UK,standard oversize,2760,120,60,60,6.82,11.00,,,,GBP
,UK,standard oversize,3760,120,60,60,6.86,11.08,,,,GBP
,UK,standard oversize,4760,120,60,60,6.89,11.21,,,,GBP
,UK,standard oversize,9760,120,60,60,8.24,13.35,,,,GBP
,UK,standard oversize,14760,120,60,60,8.82,14.26,,,,GBP
,UK,standard oversize,19760,120,60,60,9.24,15.88,,,,GBP
,UK,standard oversize,24760,120,60,60,10.24,17.31,,,,GBP
,UK,standard oversize,29760,120,60,60,10.25,17.64,,,,GBP
,UK,standard oversize,29760,120,60,60,,,,,,GBP
,UK,large oversize,4760,120,60,60,11.45,10.14,,,,GBP
,UK,large oversize,9760,120,60,60,12.52,14.18,,,,GBP
,UK,large oversize,14760,120,60,60,13.22,15.73,,,,GBP
,UK,large oversize,19760,120,60,60,13.86,18.41,,,,GBP
,UK,large oversize,24760,120,60,60,15.08,20.85,,,,GBP
,UK,large oversize,31500,120,60,60,15.12,20.85,,,,GBP
,UK,large oversize,31500,120,60,60,,,,,,GBP
,UK,special oversize,20000,,,,15.43,,,,,GBP
,UK,special oversize,30000,,,,18.48,,,,,GBP
,UK,special oversize,40000,,,,19.16,,,,,GBP
,UK,special oversize,50000,,,,42.98,,,,,GBP
,UK,special oversize,60000,,,,44.25,,,,,GBP
,UK,special oversize,60000,,,,,,,,,GBP
,TR,Small envelope,,20,15,1,,107.35,,,,TRY
,TR,Standard envelope,100,33,23,2.5,,120.44,,,,TRY
,TR,Standard envelope,250,33,23,2.5,,122.96,,,,TRY
,TR,Standard envelope,500,33,23,2.5,,153.53,,,,TRY
,TR,Large envelope,1000,33,23,5,,162.47,,,,TRY
,TR,Standard parcel,250,45,34,26,,168.28,,,,TRY
,TR,Standard parcel,500,45,34,26,,193.43,,,,TRY
,TR,Standard parcel,1000,45,34,26,,234.68,,,,TRY
,TR,Standard parcel,1500,45,34,26,,290.95,,,,TRY
,TR,Standard parcel,2000,45,34,26,,347.22,,,,TRY
,TR,Standard parcel,3000,45,34,26,,398.26,,,,TRY
,TR,Standard parcel,4000,45,34,26,,445.28,,,,TRY
,TR,Standard parcel,5000,45,34,26,,492.30,,,,TRY
,TR,Standard parcel,6000,45,34,26,,492.30,,,,TRY
,TR,Standard parcel,7000,45,34,26,,492.30,,,,TRY
,TR,Standard parcel,8000,45,34,26,,600.54,,,,TRY
,TR,Standard parcel,9000,45,34,26,,708.78,,,,TRY
,TR,Standard parcel,10000,45,34,26,,817.02,,,,TRY
,TR,Standard parcel,11000,45,34,26,,817.02,,,,TRY
,TR,Standard parcel,12000,45,34,26,,817.02,,,,TRY
,TR,Small oversize,1000,61,46,46,,494.60,,,,TRY
,TR,Small oversize,1250,61,46,46,,621.36,,,,TRY
,TR,Small oversize,1500,61,46,46,,836.40,,,,TRY
,TR,Small oversize,1750,61,46,46,,921.58,,,,TRY
,TR,Small oversize,2000,61,46,46,,967.64,,,,TRY
,TR,Standard oversize,1000,120,60,60,,451.42,,,,TRY
,TR,Standard oversize,2000,120,60,60,,652.44,,,,TRY
,TR,Standard oversize,3000,120,60,60,,1177.05,,,,TRY
,TR,Standard oversize,4000,120,60,60,,1601.72,,,,TRY
,TR,Standard oversize,5000,120,60,60,,1681.79,,,,TRY
,TR,Standard oversize,6000,120,60,60,,1765.88,,,,TRY
,TR,Standard oversize,7000,120,60,60,,1854.18,,,,TRY
,TR,Standard oversize,8000,120,60,60,,1946.88,,,,TRY
,TR,Standard oversize,9000,120,60,60,,2453.36,,,,TRY
,TR,Standard oversize,10000,120,60,60,,2959.86,,,,TRY
,TR,Standard oversize,15000,120,60,60,,3466.34,,,,TRY
,TR,Standard oversize,20000,120,60,60,,3972.84,,,,TRY
,TR,Standard oversize,25000,120,60,60,,4479.33,,,,TRY
,TR,Standard oversize,30000,120,60,60,,4985.81,,,,TRY
,TR,Large oversize,50000,120,60,60,,5627.89,,,,TRY
,TR,Large oversize,10000,120,60,60,,5924.1,,,,TRY
,TR,Large oversize,15000,120,60,60,,7115.91,,,,TRY
,TR,Large oversize,20000,120,60,60,,7115.91,,,,TRY
,TR,Large oversize,25000,120,60,60,,7471.72,,,,TRY
,TR,Large oversize,30000,120,60,60,,7845.3,,,,TRY
